,index,year,state,code,majority_religion,majority_population,majority_ratio
889,1893,1950,Indonesia,INS,islam,57207360.0,0.7192
890,1894,1955,Indonesia,INS,islam,63182960.0,0.73
891,1895,1960,Indonesia,INS,islam,73107440.0,0.76
892,1896,1965,Indonesia,INS,islam,83189320.0,0.787
893,1897,1970,Indonesia,INS,islam,94301600.0,0.8
894,1898,1975,Indonesia,INS,islam,101793120.0,0.78
895,1899,1990,Indonesia,INS,islam,151124692.0,0.8420000000000001
896,1900,1995,Indonesia,INS,islam,165377245.0,0.8359
897,1901,2000,Indonesia,INS,islam,179629800.0,0.8309
898,1902,2005,Indonesia,INS,islam,190589900.0,0.8385
899,1903,2010,Indonesia,INS,islam,201550000.0,0.8399
900,1893,2015,Indonesia,INS,islam,201550000.0,0.8399
901,1401,1945,Iran,IRN,islam,15012850.0,0.9867
902,1402,1950,Iran,IRN,islam,15454430.0,0.9495
903,1403,1955,Iran,IRN,islam,18016628.0,0.9832
904,1404,1960,Iran,IRN,islam,20654000.0,0.9634
905,1405,1965,Iran,IRN,islam,25222354.0,0.978
906,1406,1970,Iran,IRN,islam,27727000.0,0.9659
907,1407,1975,Iran,IRN,islam,32358422.0,0.986
908,1408,1980,Iran,IRN,islam,37694000.0,0.9594
909,1409,1985,Iran,IRN,islam,46694000.0,0.9765
910,1410,1990,Iran,IRN,islam,53089900.0,0.9742
911,1411,1995,Iran,IRN,islam,65965072.0,0.9649
912,1412,2000,Iran,IRN,islam,66686470.0,0.985
913,1413,2005,Iran,IRN,islam,68805000.0,0.99
914,1414,2010,Iran,IRN,islam,73332824.0,0.99
915,1401,2015,Iran,IRN,islam,73332824.0,0.99
916,1429,1945,Iraq,IRQ,islam,4327039.0,0.9384
917,1430,1950,Iraq,IRQ,islam,4786119.0,0.9208
918,1431,1955,Iraq,IRQ,islam,5308381.0,0.8905
919,1432,1960,Iraq,IRQ,islam,6056999.0,0.8797
920,1433,1965,Iraq,IRQ,islam,7781364.0,0.967
921,1434,1970,Iraq,IRQ,islam,9062399.0,0.96
922,1435,1975,Iraq,IRQ,islam,10567800.0,0.95
923,1436,1980,Iraq,IRQ,islam,12436100.0,0.9394
924,1437,1985,Iraq,IRQ,islam,15273189.0,0.98
925,1438,1990,Iraq,IRQ,islam,17354880.0,0.96
926,1439,1995,Iraq,IRQ,islam,19693100.0,0.98
927,1440,2000,Iraq,IRQ,islam,21959250.0,0.95
928,1441,2005,Iraq,IRQ,islam,26984295.0,0.965
929,1442,2010,Iraq,IRQ,islam,30210000.0,0.95
930,1429,2015,Iraq,IRQ,islam,30210000.0,0.95
931,427,1945,Ireland,IRE,christianity,2939472.0,0.9964
932,428,1950,Ireland,IRE,christianity,2964542.0,0.9985
933,429,1955,Ireland,IRE,christianity,2904585.0,0.9944
934,430,1960,Ireland,IRE,christianity,2816080.0,0.9944
935,431,1965,Ireland,IRE,christianity,2854407.0,0.9925
936,432,1970,Ireland,IRE,christianity,2915103.0,0.9788
937,433,1975,Ireland,IRE,christianity,3131997.0,0.9858
938,434,1980,Ireland,IRE,christianity,3348892.0,0.9847
939,435,1985,Ireland,IRE,christianity,3333827.0,0.9682
940,436,1990,Ireland,IRE,christianity,3335763.0,0.9461
941,437,1995,Ireland,IRE,christianity,3486468.0,0.9682
942,438,2000,Ireland,IRE,christianity,3529605.0,0.9463
943,439,2005,Ireland,IRE,christianity,3855152.0,0.9332
944,440,2010,Ireland,IRE,christianity,4150307.0,0.9299
945,427,2015,Ireland,IRE,christianity,4150307.0,0.9299
946,1498,1950,Israel,ISR,judaism,1101173.0,0.8753
947,1499,1955,Israel,ISR,judaism,1524002.0,0.8719
948,1500,1960,Israel,ISR,judaism,1812599.0,0.8562
949,1501,1965,Israel,ISR,judaism,2269799.0,0.8856
950,1502,1970,Israel,ISR,judaism,2543099.0,0.8551
951,1503,1975,Israel,ISR,judaism,2959400.0,0.8566
952,1504,1980,Israel,ISR,judaism,3282700.0,0.8465
953,1505,1985,Israel,ISR,judaism,3517200.0,0.8309
954,1506,1990,Israel,ISR,judaism,3681659.0,0.7901
955,1507,1995,Israel,ISR,judaism,4549500.0,0.8205
956,1508,2000,Israel,ISR,judaism,4914100.0,0.7904
957,1509,2005,Israel,ISR,judaism,5275699.0,0.7613
958,1510,2010,Israel,ISR,judaism,5573299.0,0.731
959,1498,2015,Israel,ISR,judaism,5573299.0,0.731
960,629,1945,Italy,ITA,christianity,44270236.0,0.9818
961,630,1950,Italy,ITA,christianity,45424648.0,0.9643
962,631,1955,Italy,ITA,christianity,45953201.0,0.9449
963,632,1960,Italy,ITA,christianity,46481754.0,0.9259
964,633,1965,Italy,ITA,christianity,47010307.0,0.9021
965,634,1970,Italy,ITA,christianity,47538860.0,0.8833
966,635,1975,Italy,ITA,christianity,48144033.0,0.8684
967,636,1980,Italy,ITA,christianity,48759207.0,0.8640000000000001
968,637,1985,Italy,ITA,christianity,48854380.0,0.855
969,638,1990,Italy,ITA,christianity,48669553.0,0.8441
970,639,1995,Italy,ITA,christianity,47718067.0,0.8328
971,640,2000,Italy,ITA,christianity,48955835.0,0.8544
972,641,2005,Italy,ITA,christianity,50346000.0,0.8590000000000001
973,642,2010,Italy,ITA,christianity,48018881.0,0.7939
974,629,2015,Italy,ITA,christianity,48018881.0,0.7939
975,974,1960,Ivory Coast,CDI,animism,2521310.0,0.6637
976,975,1965,Ivory Coast,CDI,animism,2642550.0,0.5837
977,976,1970,Ivory Coast,CDI,animism,2867474.0,0.5199
978,977,1975,Ivory Coast,CDI,animism,3240706.0,0.4797
979,978,1980,Ivory Coast,CDI,animism,3683937.0,0.4496
980,979,1985,Ivory Coast,CDI,animism,4092169.0,0.412
981,980,1990,Ivory Coast,CDI,islam,4530943.0,0.3867
982,981,1995,Ivory Coast,CDI,islam,5399999.0,0.3795
983,982,2000,Ivory Coast,CDI,islam,5719537.0,0.3868
984,983,2005,Ivory Coast,CDI,islam,7337488.0,0.3913
985,984,2010,Ivory Coast,CDI,christianity,8029336.0,0.375
986,980,2015,Ivory Coast,CDI,islam,7337488.0,0.3913
987,78,1960,Jamaica,JAM,christianity,1327363.0,0.8228
988,79,1965,Jamaica,JAM,christianity,1332121.0,0.7754
989,80,1970,Jamaica,JAM,christianity,1445671.0,0.7987
990,81,1975,Jamaica,JAM,christianity,1480069.0,0.8177
991,82,1980,Jamaica,JAM,christianity,1514468.0,0.8367
992,83,1985,Jamaica,JAM,christianity,1997000.0,0.8641
993,84,1990,Jamaica,JAM,christianity,1701798.0,0.7047
994,85,1995,Jamaica,JAM,christianity,1754579.0,0.7265
995,86,2000,Jamaica,JAM,christianity,1807362.0,0.6997
996,87,2005,Jamaica,JAM,christianity,1890680.0,0.7135
997,88,2010,Jamaica,JAM,christianity,1974000.0,0.6881
998,78,2015,Jamaica,JAM,christianity,1974000.0,0.6881
999,1693,1945,Japan,JPN,shinto,55228775.0,0.7655
1000,1694,1950,Japan,JPN,shinto,65452839.0,0.7655
1001,1695,1955,Japan,JPN,shinto,68145114.0,0.7655
1002,1696,1960,Japan,JPN,shinto,71357167.0,0.7655
1003,1697,1965,Japan,JPN,shinto,74982591.0,0.7655
1004,1698,1970,Japan,JPN,shinto,79155350.0,0.7655
1005,1699,1975,Japan,JPN,shinto,85409513.0,0.7655
1006,1700,1980,Japan,JPN,shinto,89416158.0,0.7655
1007,1701,1985,Japan,JPN,shinto,92501136.0,0.7655
1008,1702,1990,Japan,JPN,shinto,94522831.0,0.7655
1009,1703,1995,Japan,JPN,shinto,96049245.0,0.7655
1010,1704,2000,Japan,JPN,shinto,97000000.0,0.7655
1011,1705,2005,Japan,JPN,shinto,107000000.0,0.8374
1012,1706,2010,Japan,JPN,shinto,108000000.0,0.8474
1013,1693,2015,Japan,JPN,shinto,108000000.0,0.8474
1014,1484,1945,Jordan,JOR,islam,966540.0,0.89
1015,1485,1950,Jordan,JOR,islam,1162770.0,0.94
1016,1486,1955,Jordan,JOR,islam,1330000.0,0.9255
1017,1487,1960,Jordan,JOR,islam,1590000.0,0.9381
1018,1488,1965,Jordan,JOR,islam,1795000.0,0.9403
1019,1489,1970,Jordan,JOR,islam,2138060.0,0.93
1020,1490,1975,Jordan,JOR,islam,2512860.0,0.93
1021,1491,1980,Jordan,JOR,islam,2722640.0,0.9315
1022,1492,1985,Jordan,JOR,islam,3582840.0,0.9347
1023,1493,1990,Jordan,JOR,islam,4043700.0,0.9494
1024,1494,1995,Jordan,JOR,islam,4973140.0,0.9256
1025,1495,2000,Jordan,JOR,islam,6468930.0,0.97
1026,1496,2005,Jordan,JOR,islam,5308810.0,0.97
1027,1497,2010,Jordan,JOR,islam,5928782.0,0.97
1028,1484,2015,Jordan,JOR,islam,5928782.0,0.97
1029,1622,1995,Kazakhstan,KZK,islam,7551000.0,0.47
1030,1623,2000,Kazakhstan,KZK,islam,7569340.0,0.4666
1031,1624,2005,Kazakhstan,KZK,islam,7750583.0,0.5117
1032,1625,2010,Kazakhstan,KZK,islam,9678983.0,0.5932
1033,1622,2015,Kazakhstan,KZK,islam,9678983.0,0.5932
1034,1140,1965,Kenya,KEN,christianity,5667984.0,0.5814
1035,1141,1970,Kenya,KEN,christianity,6954849.0,0.6184
1036,1142,1975,Kenya,KEN,christianity,8716385.0,0.6498
1037,1143,1980,Kenya,KEN,christianity,11452100.0,0.6871
1038,1144,1985,Kenya,KEN,christianity,14886320.0,0.7321
1039,1145,1990,Kenya,KEN,christianity,18867000.0,0.7851
1040,1146,1995,Kenya,KEN,christianity,24049800.0,0.7879
1041,1147,2000,Kenya,KEN,christianity,23881200.0,0.7939
1042,1148,2005,Kenya,KEN,christianity,29036215.0,0.8233
1043,1149,2010,Kenya,KEN,christianity,32402646.0,0.8063
1044,1140,2015,Kenya,KEN,christianity,32402646.0,0.8063
1045,1955,2000,Kiribati,KIR,christianity,97970.0,0.97
1046,1956,2005,Kiribati,KIR,christianity,88320.0,0.96
1047,1957,2010,Kiribati,KIR,christianity,98880.0,0.96
1048,1955,2015,Kiribati,KIR,christianity,98880.0,0.96
1049,698,2010,Kosovo,KOS,islam,1657720.0,0.9561
1050,698,2015,Kosovo,KOS,islam,1657720.0,0.9561
1051,1545,1960,Kuwait,KUW,islam,341077.0,0.9319
1052,1546,1965,Kuwait,KUW,islam,437000.0,0.92
1053,1547,1970,Kuwait,KUW,islam,672300.0,0.9
1054,1548,1975,Kuwait,KUW,islam,936510.0,0.93
1055,1549,1980,Kuwait,KUW,islam,1274100.0,0.93
1056,1550,1985,Kuwait,KUW,islam,1599600.0,0.93
1057,1551,1990,Kuwait,KUW,islam,1919999.0,0.8968
1058,1552,1995,Kuwait,KUW,islam,1507350.0,0.8914
1059,1553,2000,Kuwait,KUW,islam,1591600.0,0.8071
1060,1554,2005,Kuwait,KUW,islam,2035048.0,0.9065
1061,1555,2010,Kuwait,KUW,islam,2478497.0,0.9195
1062,1545,2015,Kuwait,KUW,islam,2478497.0,0.9195
1063,1614,1995,Kyrgyzstan,KYR,islam,3263300.0,0.7229
1064,1615,2000,Kyrgyzstan,KYR,islam,3760200.0,0.8002
1065,1616,2005,Kyrgyzstan,KYR,islam,4116294.0,0.8002
1066,1617,2010,Kyrgyzstan,KYR,islam,4132536.0,0.7702
1067,1614,2015,Kyrgyzstan,KYR,islam,4132536.0,0.7702
1068,1825,1955,Laos,LAO,buddhism,1179000.0,0.6065
1069,1826,1960,Laos,LAO,buddhism,1402200.0,0.6
1070,1827,1965,Laos,LAO,buddhism,1499670.0,0.57
1071,1828,1970,Laos,LAO,buddhism,1637377.0,0.5528
1072,1829,1975,Laos,LAO,buddhism,1632960.0,0.54
1073,1830,1980,Laos,LAO,buddhism,1698650.0,0.53
1074,1831,1985,Laos,LAO,buddhism,1868880.0,0.52
1075,1832,1990,Laos,LAO,buddhism,2143020.0,0.51
1076,1833,1995,Laos,LAO,buddhism,2538640.0,0.52
1077,1834,2000,Laos,LAO,buddhism,3573450.0,0.6577
1078,1835,2005,Laos,LAO,buddhism,3849930.0,0.6779
1079,1836,2010,Laos,LAO,buddhism,4159404.0,0.6773
1080,1825,2015,Laos,LAO,buddhism,4159404.0,0.6773
1081,778,1995,Latvia,LAT,christianity,1359175.0,0.5402
1082,779,2000,Latvia,LAT,christianity,1285590.0,0.5454
1083,780,2005,Latvia,LAT,christianity,1324373.0,0.5756
1084,781,2010,Latvia,LAT,christianity,1772369.0,0.7902
1085,778,2015,Latvia,LAT,christianity,1772369.0,0.7902
1086,1470,1945,Lebanon,LEB,christianity,601357.0,0.5202
1087,1471,1950,Lebanon,LEB,christianity,721500.0,0.5
1088,1472,1955,Lebanon,LEB,christianity,851750.0,0.5281
1089,1473,1960,Lebanon,LEB,christianity,982000.0,0.5288
1090,1474,1965,Lebanon,LEB,christianity,1169975.0,0.5439
1091,1475,1970,Lebanon,LEB,christianity,1357950.0,0.55
1092,1476,1975,Lebanon,LEB,christianity,1402925.0,0.507
1093,1477,1980,Lebanon,LEB,christianity,1447900.0,0.5425
1094,1478,1985,Lebanon,LEB,christianity,1334000.0,0.5
1095,1479,1990,Lebanon,LEB,islam,1355000.0,0.5303
1096,1480,1995,Lebanon,LEB,islam,1782299.0,0.5923
1097,1481,2000,Lebanon,LEB,islam,1870739.0,0.57
1098,1482,2005,Lebanon,LEB,islam,2204280.0,0.54
1099,1483,2010,Lebanon,LEB,islam,2203740.0,0.54
1100,1479,2015,Lebanon,LEB,islam,2203740.0,0.54
1101,1281,1970,Lesotho,LES,christianity,867092.0,0.8149
1102,1282,1975,Lesotho,LES,christianity,1029295.0,0.8671
1103,1283,1980,Lesotho,LES,christianity,1191500.0,0.8898
1104,1284,1985,Lesotho,LES,christianity,1362730.0,0.9067
1105,1285,1990,Lesotho,LES,christianity,1612530.0,0.9044
1106,1286,1995,Lesotho,LES,christianity,1824570.0,0.9001
1107,1287,2000,Lesotho,LES,christianity,1907000.0,0.8857
1108,1288,2005,Lesotho,LES,christianity,1842825.0,0.9237
1109,1289,2010,Lesotho,LES,christianity,1972951.0,0.9418
1110,1281,2015,Lesotho,LES,christianity,1972951.0,0.9418
1111,1007,1945,Liberia,LBR,animism,440560.0,0.727
1112,1008,1950,Liberia,LBR,animism,596970.0,0.7245
1113,1009,1955,Liberia,LBR,animism,639800.0,0.7
1114,1010,1960,Liberia,LBR,animism,466200.0,0.7
1115,1011,1965,Liberia,LBR,animism,593428.0,0.615
1116,1012,1970,Liberia,LBR,animism,720556.0,0.5701
1117,1013,1975,Liberia,LBR,animism,782028.0,0.5003
1118,1014,1980,Liberia,LBR,animism,843400.0,0.453
1119,1015,1985,Liberia,LBR,animism,950840.0,0.44
1120,1016,1990,Liberia,LBR,animism,1059080.0,0.44
1121,1017,1995,Liberia,LBR,animism,1227995.0,0.4449
1122,1018,2000,Liberia,LBR,christianity,1230057.0,0.39
1123,1019,2005,Liberia,LBR,christianity,2281310.0,0.6843
1124,1020,2010,Liberia,LBR,christianity,3542240.0,0.85
1125,1018,2015,Liberia,LBR,christianity,3542240.0,0.85
1126,1377,1950,Libya,LIB,islam,950947.0,0.9323
1127,1378,1955,Libya,LIB,islam,1072543.0,0.9525
1128,1379,1960,Libya,LIB,islam,1121000.0,0.8623
1129,1380,1965,Libya,LIB,islam,1471774.0,0.9392
1130,1381,1970,Libya,LIB,islam,1769350.0,0.9538
1131,1382,1975,Libya,LIB,islam,2098000.0,0.9408
1132,1383,1980,Libya,LIB,islam,2589160.0,0.9439
1133,1384,1985,Libya,LIB,islam,3271490.0,0.9696
1134,1385,1990,Libya,LIB,islam,4026470.0,0.97
1135,1386,1995,Libya,LIB,islam,5144790.0,0.9515
1136,1387,2000,Libya,LIB,islam,5436850.0,0.97
1137,1388,2005,Libya,LIB,islam,5745310.0,0.97
1138,1389,2010,Libya,LIB,islam,6310833.0,0.9695
1139,1377,2015,Libya,LIB,islam,6310833.0,0.9695
1140,499,1990,Liechtenstein,LIE,christianity,27120.0,0.9352
1141,500,1995,Liechtenstein,LIE,christianity,28428.0,0.917
1142,501,2000,Liechtenstein,LIE,christianity,29285.0,0.8874
1143,502,2005,Liechtenstein,LIE,christianity,30158.0,0.8617
1144,503,2010,Liechtenstein,LIE,christianity,31031.0,0.8678
1145,499,2015,Liechtenstein,LIE,christianity,31031.0,0.8678
1146,782,1995,Lithuania,LIT,christianity,3172884.0,0.8541
1147,783,2000,Lithuania,LIT,christianity,3115606.0,0.8489
1148,784,2005,Lithuania,LIT,christianity,2935356.0,0.8598
1149,785,2010,Lithuania,LIT,christianity,2755107.0,0.8296
1150,782,2015,Lithuania,LIT,christianity,2755107.0,0.8296
1151,467,1945,Luxembourg,LUX,christianity,279687.0,0.9883
1152,468,1950,Luxembourg,LUX,christianity,293857.0,0.9928
1153,469,1955,Luxembourg,LUX,christianity,302786.0,0.9927
1154,470,1960,Luxembourg,LUX,christianity,311714.0,0.9927
1155,471,1965,Luxembourg,LUX,christianity,322192.0,0.9705
1156,472,1970,Luxembourg,LUX,christianity,325050.0,0.9588
1157,473,1975,Luxembourg,LUX,christianity,343964.0,0.9581
1158,474,1980,Luxembourg,LUX,christianity,347660.0,0.9551
1159,475,1985,Luxembourg,LUX,christianity,349465.0,0.9522
1160,476,1990,Luxembourg,LUX,christianity,352790.0,0.9235
1161,477,1995,Luxembourg,LUX,christianity,376823.0,0.9191
1162,478,2000,Luxembourg,LUX,christianity,404690.0,0.939
1163,479,2005,Luxembourg,LUX,christianity,436200.0,0.9381
1164,480,2010,Luxembourg,LUX,christianity,460637.0,0.9106
1165,467,2015,Luxembourg,LUX,christianity,460637.0,0.9106
1166,672,1995,Macedonia,MAC,christianity,1216107.0,0.6195
1167,673,2000,Macedonia,MAC,christianity,1318658.0,0.6515
1168,674,2005,Macedonia,MAC,christianity,1314733.0,0.645
1169,675,2010,Macedonia,MAC,christianity,1310808.0,0.6374
1170,672,2015,Macedonia,MAC,christianity,1310808.0,0.6374
1171,1308,1960,Madagascar,MAG,animism,2700000.0,0.5031
1172,1309,1965,Madagascar,MAG,animism,2985653.0,0.4911
1173,1310,1970,Madagascar,MAG,christianity,3455264.0,0.5037
1174,1311,1975,Madagascar,MAG,animism,3800743.0,0.4887
1175,1312,1980,Madagascar,MAG,christianity,4510880.0,0.4972
1176,1313,1985,Madagascar,MAG,christianity,5009750.0,0.5017
1177,1314,1990,Madagascar,MAG,christianity,5896410.0,0.5266
1178,1315,1995,Madagascar,MAG,christianity,8113115.0,0.5455
1179,1316,2000,Madagascar,MAG,christianity,9825986.0,0.6164
1180,1317,2005,Madagascar,MAG,christianity,10372048.0,0.585
1181,1318,2010,Madagascar,MAG,christianity,12031782.0,0.5858
1182,1310,2015,Madagascar,MAG,christianity,12031782.0,0.5858
1183,1252,1965,Malawi,MAW,christianity,2199998.0,0.5629
1184,1253,1970,Malawi,MAW,christianity,2709383.0,0.5882
1185,1254,1975,Malawi,MAW,christianity,3264691.0,0.6235
1186,1255,1980,Malawi,MAW,christianity,3900000.0,0.6451
1187,1256,1985,Malawi,MAW,christianity,4488350.0,0.6358
1188,1257,1990,Malawi,MAW,christianity,5352920.0,0.6458
1189,1258,1995,Malawi,MAW,christianity,6730375.0,0.6876
1190,1259,2000,Malawi,MAW,christianity,6890909.0,0.6307
1191,1260,2005,Malawi,MAW,christianity,8664396.0,0.7021
1192,1261,2010,Malawi,MAW,christianity,10452600.0,0.7228
1193,1252,2015,Malawi,MAW,christianity,10452600.0,0.7228
1194,1853,1960,Malaysia,MAL,syncretism,4000000.0,0.4087
1195,1854,1965,Malaysia,MAL,islam,3952400.0,0.4291
1196,1855,1970,Malaysia,MAL,islam,5195285.0,0.5
1197,1856,1975,Malaysia,MAL,islam,5963000.0,0.5
1198,1857,1980,Malaysia,MAL,islam,6923000.0,0.503
1199,1858,1985,Malaysia,MAL,islam,7840500.0,0.5
1200,1859,1990,Malaysia,MAL,islam,10409703.0,0.586
1201,1860,1995,Malaysia,MAL,islam,12317727.0,0.5954
1202,1861,2000,Malaysia,MAL,islam,13243537.0,0.5954
1203,1862,2005,Malaysia,MAL,islam,15480000.0,0.6
1204,1863,2010,Malaysia,MAL,islam,17263000.0,0.61
1205,1853,2015,Malaysia,MAL,syncretism,4000000.0,0.4087
1206,1775,1965,Maldives,MAD,islam,108000.0,0.9908
1207,1776,1970,Maldives,MAD,islam,111000.0,0.9174
1208,1777,1975,Maldives,MAD,islam,128690.0,0.9824
1209,1778,1980,Maldives,MAD,islam,155420.0,0.9837
1210,1779,1985,Maldives,MAD,islam,172000.0,0.9348
1211,1780,1990,Maldives,MAD,islam,214230.0,0.9918
1212,1781,1995,Maldives,MAD,islam,241460.0,0.9506
1213,1782,2000,Maldives,MAD,islam,280280.0,0.98
1214,1783,2005,Maldives,MAD,islam,288120.0,0.98
1215,1784,2010,Maldives,MAD,islam,311056.0,0.98
1216,1775,2015,Maldives,MAD,islam,311056.0,0.98
1217,919,1960,Mali,MLI,islam,3310500.0,0.7567
1218,920,1965,Mali,MLI,islam,3703200.0,0.7957
1219,921,1970,Mali,MLI,islam,4400377.0,0.8024
1220,922,1975,Mali,MLI,islam,5000000.0,0.8906
1221,923,1980,Mali,MLI,islam,6312550.0,0.8897
1222,924,1985,Mali,MLI,islam,6630740.0,0.8764
1223,925,1990,Mali,MLI,islam,7163200.0,0.8783
1224,926,1995,Mali,MLI,islam,9557550.0,0.8854
1225,927,2000,Mali,MLI,islam,10080350.0,0.8973
1226,928,2005,Mali,MLI,islam,10607200.0,0.9041
1227,929,2010,Mali,MLI,islam,12754822.0,0.94
1228,919,2015,Mali,MLI,islam,12754822.0,0.94
1229,647,1965,Malta,MLT,christianity,317435.0,0.9951
1230,648,1970,Malta,MLT,christianity,301304.0,0.9944
1231,649,1975,Malta,MLT,christianity,301594.0,0.9921
1232,650,1980,Malta,MLT,christianity,320154.0,0.9881
1233,651,1985,Malta,MLT,christianity,334627.0,0.9842
1234,652,1990,Malta,MLT,christianity,350140.0,0.9891
1235,653,1995,Malta,MLT,christianity,365041.0,0.9839
1236,654,2000,Malta,MLT,christianity,371280.0,0.9544
1237,655,2005,Malta,MLT,christianity,387285.0,0.9586
1238,656,2010,Malta,MLT,christianity,401633.0,0.9727
1239,647,2015,Malta,MLT,christianity,401633.0,0.9727
1240,1976,1995,Marshall Islands,MSI,christianity,53240.0,0.9507
1241,1977,2000,Marshall Islands,MSI,christianity,57400.0,0.8969
1242,1978,2005,Marshall Islands,MSI,christianity,51347.0,0.9509
1243,1979,2010,Marshall Islands,MSI,christianity,50971.0,0.9341
1244,1976,2015,Marshall Islands,MSI,christianity,50971.0,0.9341
1245,952,1960,Mauritania,MAA,islam,981090.0,0.99
1246,953,1965,Mauritania,MAA,islam,1085040.0,0.99
1247,954,1970,Mauritania,MAA,islam,1212494.0,0.993
1248,955,1975,Mauritania,MAA,islam,1343580.0,0.98
1249,956,1980,Mauritania,MAA,islam,1519980.0,0.98
1250,957,1985,Mauritania,MAA,islam,1730680.0,0.98
1251,958,1990,Mauritania,MAA,islam,1972970.0,0.985
1252,959,1995,Mauritania,MAA,islam,2261160.0,0.99
1253,960,2000,Mauritania,MAA,islam,2597000.0,0.9727
1254,961,2005,Mauritania,MAA,islam,2789760.0,0.96
1255,962,2010,Mauritania,MAA,islam,3212166.0,0.97
1256,952,2015,Mauritania,MAA,islam,3212166.0,0.97
1257,1327,1970,Mauritius,MAS,hinduism,383305.0,0.4624
1258,1328,1975,Mauritius,MAS,hinduism,401400.0,0.45
1259,1329,1980,Mauritius,MAS,hinduism,434700.0,0.45
1260,1330,1985,Mauritius,MAS,hinduism,459450.0,0.45
1261,1331,1990,Mauritius,MAS,hinduism,465960.0,0.44
1262,1332,1995,Mauritius,MAS,hinduism,493680.0,0.44
1263,1333,2000,Mauritius,MAS,hinduism,561300.0,0.4847
1264,1334,2005,Mauritius,MAS,hinduism,610000.0,0.4907
1265,1335,2010,Mauritius,MAS,hinduism,622238.0,0.4859
1266,1327,2015,Mauritius,MAS,hinduism,622238.0,0.4859
1267,151,1945,Mexico,MEX,christianity,20896200.0,0.94
1268,152,1950,Mexico,MEX,christianity,25659609.0,0.9373
1269,153,1955,Mexico,MEX,christianity,25659000.0,0.9373
1270,154,1960,Mexico,MEX,christianity,34271000.0,0.9435
1271,155,1965,Mexico,MEX,christianity,36828500.0,0.9566
1272,156,1970,Mexico,MEX,christianity,47914284.0,0.947
1273,157,1975,Mexico,MEX,christianity,63095110.0,0.9336
1274,158,1980,Mexico,MEX,christianity,65340680.0,0.967
1275,159,1985,Mexico,MEX,christianity,73529400.0,0.9744
1276,160,1990,Mexico,MEX,christianity,80606800.0,0.9685
1277,161,1995,Mexico,MEX,christianity,87909596.0,0.9715
1278,162,2000,Mexico,MEX,christianity,95812392.0,0.969
1279,163,2005,Mexico,MEX,christianity,97293942.0,0.936
1280,164,2010,Mexico,MEX,christianity,108811290.0,0.9686
1281,151,2015,Mexico,MEX,christianity,108811290.0,0.9686
1282,742,1995,Moldova,MLD,christianity,4122440.0,0.9481
1283,743,2000,Moldova,MLD,christianity,4125000.0,0.9418
1284,744,2005,Moldova,MLD,christianity,3318141.0,0.8686
1285,745,2010,Moldova,MLD,christianity,2925500.0,0.8213
1286,742,2015,Moldova,MLD,christianity,2925500.0,0.8213
1287,495,1995,Monaco,MNC,christianity,29105.0,0.9095
1288,496,2000,Monaco,MNC,christianity,28250.0,0.8591
1289,497,2005,Monaco,MNC,christianity,27399.0,0.8536
1290,498,2010,Monaco,MNC,christianity,26550.0,0.802
1291,495,2015,Monaco,MNC,christianity,26550.0,0.802
1292,1640,1945,Mongolia,MON,noreligion,344380.0,0.4567
1293,1641,1950,Mongolia,MON,animism,348579.0,0.4551
1294,1642,1955,Mongolia,MON,noreligion,380560.0,0.4552
1295,1643,1960,Mongolia,MON,noreligion,466180.0,0.4897
1296,1644,1965,Mongolia,MON,noreligion,588600.0,0.54
1297,1645,1970,Mongolia,MON,noreligion,741691.0,0.5943
1298,1646,1975,Mongolia,MON,noreligion,650700.0,0.45
1299,1647,1980,Mongolia,MON,animism,577100.0,0.3474
1300,1648,1985,Mongolia,MON,buddhism,698017.0,0.3717
1301,1649,1990,Mongolia,MON,buddhism,921911.0,0.416
1302,1650,1995,Mongolia,MON,buddhism,1145806.0,0.4882
1303,1651,2000,Mongolia,MON,buddhism,1732962.0,0.6509999999999999
1304,1652,2005,Mongolia,MON,buddhism,1850000.0,0.6491
1305,1653,2010,Mongolia,MON,buddhism,1455388.0,0.53
1306,1640,2015,Mongolia,MON,noreligion,650700.0,0.45
1307,671,2010,Montenegro,MNG,christianity,478002.0,0.7593
1308,671,2015,Montenegro,MNG,christianity,478002.0,0.7593
1309,1343,1955,Morocco,MOR,islam,9698640.0,0.92
1310,1344,1960,Morocco,MOR,islam,11081000.0,0.9522
1311,1345,1965,Morocco,MOR,islam,12534300.0,0.95
1312,1346,1970,Morocco,MOR,islam,14623270.0,0.9766
1313,1347,1975,Morocco,MOR,islam,16770000.0,0.9861
1314,1348,1980,Morocco,MOR,islam,19138680.0,0.99
1315,1349,1985,Morocco,MOR,islam,21417690.0,0.9808
1316,1350,1990,Morocco,MOR,islam,23923175.0,0.977
1317,1351,1995,Morocco,MOR,islam,26102400.0,0.9893
1318,1352,2000,Morocco,MOR,islam,28002800.0,0.9877
1319,1353,2005,Morocco,MOR,islam,29843108.0,0.9891
1320,1354,2010,Morocco,MOR,islam,31430015.0,0.9891
1321,1343,2015,Morocco,MOR,islam,31430015.0,0.9891
1322,1224,1975,Mozambique,MZM,animism,4020070.0,0.4408
1323,1225,1980,Mozambique,MZM,animism,5567380.0,0.46
1324,1226,1985,Mozambique,MZM,animism,6727000.0,0.4851
1325,1227,1990,Mozambique,MZM,animism,6367950.0,0.45
