,date,country,city,killed,injured,description,year
13099,2010-03-06,Iraq,Najaf,4,54,Four Shia pilgrims are killed when Sunni radicals bomb a shrine.,2010
13100,2010-03-06,Iraq,Garma,1,2,A woman is taken out by a Jihadi bomber.,2010
13101,2010-03-06,Thailand,Narathiwat,1,0,A taxi driver dies after a savage machete attack by Muslim separatists.,2010
13102,2010-03-07,Afghanistan,Baghlan,19,0,At least 19 civilians are killed when the Taliban and Hezb-e-Islami fundamentalist terror groups clash.,2010
13103,2010-03-07,Pakistan,Lahore,1,0,A Christian man dies during a home invasion by Muslim gunmen.,2010
13104,2010-03-07,Yemen,Sanaa,2,0,Two hospital guards are gunned down by an al-Qaeda terrorist.,2010
13105,2010-03-07,Pakistan,Orakzai,1,0,The beheaded body of a tribal elder is found a few days after his abduction by the Taliban.,2010
13106,2010-03-07,Iraq,Baghdad,51,140,Over fifty Iraqis are taken down in a series of bomb blasts and shootings around the country by Mujahideen intent on disrupting elections.,2010
13107,2010-03-07,India,Srinagar,1,0,A 30-year-old shopkeeper is murdered by Islamic gunmen.,2010
13108,2010-03-07,Nigeria,Dogo Nahauwa,528,600,"Over five-hundred Christians, mostly women and children, are hacked to death by Muslim raiders with machetes in a night-time attack on their village.  The killers yelled 'Allah Akbar,' as they chopped.",2010
13109,2010-03-08,Iraq,Fallujah,2,1,Two civilians are gunned down by Sunni terrorists.,2010
13110,2010-03-08,Pakistan,Lahore,15,60,Fifteen people are blown to bits by a Fedayeen suicide bomber at an office park.,2010
13111,2010-03-08,Pakistan,South Waziristan,2,1,Two tribal elders are blown apart by a Taliban roadside bomb.,2010
13112,2010-03-08,Pakistan,Lashkar-e-Islam,2,0,Lashkar-e-Islam gunmen take down two people in separate attacks.,2010
13113,2010-03-08,Afghanistan,Badghis,12,0,Ten civilians and two local cops are dismembered by two Sunni bombs.,2010
13114,2010-03-08,Niger,Niamey,5,0,Five members of a border patrol lose their lives to an al-Qaeda ambush.,2010
13115,2010-03-09,Pakistan,Punjab,1,0,A 36-year-old Christian is hacked to death with an ax after refusing to embrace Islam.,2010
13116,2010-03-09,Somalia,Mogadishu,3,0,At least three civilians are killed during an attack by Islamic militia.,2010
13117,2010-03-09,Somalia,Mogadishu,1,0,Islamists assassinate a rival in an open-air market.,2010
13118,2010-03-09,Thailand,Pattani,1,0,"A 45-year-old salesman is shot once in the back of the head, then set on fire by Religion of Peace terrorists.",2010
13119,2010-03-09,Afghanistan,Khost,2,3,A Shahid suicide bomber at a military base kills two soldiers.,2010
13120,2010-03-09,Lebanon,Hakr al-Daheri,1,0,A 24-year-old woman with a boyfriend is shot twice in the head by her brother to 'cleanse the family honor.',2010
13121,2010-03-09,Iraq,Mosul,1,0,Sunni terrorists gun down a man at a bus station.,2010
13122,2010-03-10,Dagestan,Yasnaya Polyana,1,0,A local religious teacher is shot to death by rivals.,2010
13123,2010-03-10,Afghanistan,Faryab,2,4,Two children are blown apart by a terrorist landmine.  Four others are injured.,2010
13124,2010-03-10,Somalia,Mogadishu,42,83,At least forty civilians are killed during a sustained assault by al-Shabaab militia.,2010
13125,2010-03-10,Pakistan,Oghi,6,0,Six aid workers of a Christian charity are herded out of their office by Muslim gunmen and machine-gunned to death.,2010
13126,2010-03-10,Afghanistan,Paktika,5,4,Five security personnel are killed by a Shahid suicide bomber.,2010
13127,2010-03-11,Somalia,Mogadishu,2,0,Two telecom employees are dragged into the street and beheaded by Religion of Peace extremists.,2010
13128,2010-03-11,Thailand,Pattani,3,1,Three telephone company workers are shot by Mujahideen and then set on fire while still alive.,2010
13129,2010-03-11,Thailand,Pattani,1,0,Islamists gun down a 61-year-old Buddhist broom salesman.,2010
13130,2010-03-11,Afghanistan,Kapisa,5,3,Four children and one adult are dismembered by a Taliban roadside blast.,2010
13131,2010-03-11,Pakistan,Peshawar,4,21,A child is among four people taken down by a suicide bomber.,2010
13132,2010-03-11,Pakistan,Karachi,4,0,Four Sunnis are shot to death by Shiites while riding in a car.,2010
13133,2010-03-11,Afghanistan,Paktia,3,1,Three local security personnel are murdered by fundamentalist bombers.,2010
13134,2010-03-11,Pakistan,Bajaur,2,0,Two people are killed in a shooting ambush by Islamic militants.,2010
13135,2010-03-12,Iraq,Zoubaa,1,1,Freedom fighters kill a young boy outside of a policeman's home.,2010
13136,2010-03-12,Thailand,Yala,2,2,A respected police chief is murdered by Islamic bombers six months short of retirement.,2010
13137,2010-03-12,Egypt,Marsa Matruh,0,23,Twenty-three Christians are injured when a Muslim mob attacks their community after rumors of a church construction.,2010
13138,2010-03-12,Iraq,Karbalah,2,3,"A car bomb follows prayers, leaving two dead.",2010
13139,2010-03-12,Pakistan,Lahore,62,85,Over sixty innocents are sent to Allah by two Fedayeen suicide bombers.,2010
13140,2010-03-12,India,Srinagar,1,0,A civilian standing outside a mosque is murdered by a Mujahideen sniper.,2010
13141,2010-03-13,Pakistan,Mingora,17,51,Seventeen people at a courthouse are blown to bits by a Tehreek-e-Taliban suicide bomber pulling a rickshaw.,2010
13142,2010-03-13,Pakistan,Mohmand,3,0,Three tribal members are machine-gunned to death by Religion of Peace radicals.,2010
13143,2010-03-13,Iraq,Baghdad,3,19,Three Iraqis are taken down by a pair of Jihad blasts.,2010
13144,2010-03-13,Afghanistan,Kandahar,35,52,About thirty innocent people are incinerated by a series of paradise-seeking suicide bombers,2010
13145,2010-03-14,Afghanistan,Marjah,1,0,A reported beheading of a local civilian by the Taliban is confirmed.,2010
13146,2010-03-14,Pakistan,Dera Ismail Khan,1,0,Islamic terrorists kill a civilian with a landmine.,2010
13147,2010-03-14,Pakistan,Khyber,2,0,An electrician is among two civilians shot to death by Islamic militants.,2010
13148,2010-03-14,Iraq,Mosul,1,0,An imam leaving a mosque is gunned down by Religion of Peace rivals.,2010
13149,2010-03-14,Iraq,Mosul,4,2,Four local cops are cut to pieces by Jihadi roadside bombers.,2010
13150,2010-03-14,India,Srinagar,1,5,"Islamic militants lob a hand grenade at a police vehicle, killing one officer.",2010
13151,2010-03-15,Somalia,Mahaday,1,0,The Christian pastor of an underground church is hunted down like an animal by Islamists and shot to death.  (He was not a convert to Islam).,2010
13152,2010-03-15,Iraq,Khaldiya,1,0,A Sunni cleric is assassinated by Religion of Peace rivals.,2010
13153,2010-03-15,Iraq,Mosul,3,2,Three police are killed in separate Mujahideen attacks.,2010
13154,2010-03-15,Afghanistan,Ghazni,3,0,Three civilians are shredded by a Taliban shrapnel bomb.,2010
13155,2010-03-15,Iraq,Fallujah,8,28,"A Shahid suicide bomber detonates among a group of laborers, leaving at least eight dead.",2010
13156,2010-03-16,India,Srinagar,4,9,A salesman is among four people murdered in two separate attacks by Islamic snipers.,2010
13157,2010-03-16,Thailand,Narathiwat,1,1,Islamic radicals shoot a 43-year-old Buddhist civilian to death.,2010
13158,2010-03-16,Iraq,Mosul,2,0,A woman and her daughter are gunned down by Sunni terrorists.,2010
13159,2010-03-16,Thailand,Pattani,1,1,Islamists shoot a 38-year old teacher to death in an attack that leaves his 7-year-old son injured.,2010
13160,2010-03-16,Iraq,Mussayab,8,11,Jihadis plant two bombs on a bus that leave eight dead and eleven more in agony.,2010
13161,2010-03-16,Pakistan,Kurram,3,0,Three local tribesmen are killed in a botched kidnapping attempt by Taliban hardliners.,2010
13162,2010-03-17,Pakistan,Khyber,5,2,Five security personnel are slain by an Islamist attack on a check post.,2010
13163,2010-03-17,Iraq,Mosul,1,0,A 55-year-old Christian father is shot down in cold blood.,2010
13164,2010-03-17,Nigeria,Dyie,13,6,"Thirteen more Christian villagers are massacred by Muslim raiders in an overnight attack, including a mother and two children burned to death.  Victims also had their tongues cut out.",2010
13165,2010-03-17,Thailand,Yala,1,2,Muslim militants murder a teenage boy and seriously injure his parents.,2010
13166,2010-03-17,Dagestan,Vedeno,3,2,Arab Jihadists gun down three local cops.,2010
13167,2010-03-18,Dagestan,Batayurt,1,0,An investigator is ambushed and murdered by armed Muslims on his way home.,2010
13168,2010-03-18,Pakistan,Mohmand,1,0,A young girl is taken out by a Taliban landmine.,2010
13169,2010-03-18,Pakistan,Bajaur,1,0,Islamists gun down an off-duty policeman on his way home.,2010
13170,2010-03-18,Iraq,Mosul,2,1,A woman in her home is among two people murdered by Islamic terrorists.,2010
13171,2010-03-18,Iraq,Baghdad,1,0,Islamic terrorists murder a woman inside her home.,2010
13172,2010-03-18,Iraq,Sherquat,2,0,Two men are abducted and beheaded by suspected al-Qaeda.,2010
13173,2010-03-18,Israel,Netiv Haasara,1,0,A 30-year-old farm laborer is killed by a Palestinian rocket fired from Gaza.,2010
13174,2010-03-19,Pakistan,Kurram,2,3,"Islamists attack the houses of peace committee members, leaving two dead.",2010
13175,2010-03-19,Iraq,Baghdad,4,7,Four Iraqis are blown to bits by Mujahideen bombers.,2010
13176,2010-03-19,Thailand,Pattani,1,0,Muslim radicals gun down an auto parts salesman.,2010
13177,2010-03-20,Pakistan,Peshawar,1,0,"Hardliners beat a student to death for playing music, which they consider to be against Islamic teaching.",2010
13178,2010-03-20,Pakistan,Kurram,1,6,A woman is killed in the crossfire when rival religious groups clash.,2010
13179,2010-03-20,Pakistan,Quetta,4,0,Four Shias are shredded by gunfire in a suspected sectarian attack.,2010
13180,2010-03-20,Somalia,Kismayo,1,0,Islamists gun down a rival.,2010
13181,2010-03-21,Pakistan,Quetta,4,5,"A suicide bomber on a bicycle pedals to paradise, taking four innocents with him.",2010
13182,2010-03-21,Afghanistan,Helmand,10,7,Ten Afghans at a market are blown to bits by a Shahid suicide bomber.,2010
13183,2010-03-21,Iraq,Garma,2,0,A man and wife are shot to death in their home by al-Qaeda.,2010
13184,2010-03-21,Afghanistan,Khost,3,3,Three young men are killed when Islamists bomb a picnic area.,2010
13185,2010-03-21,Pakistan,North Waziristan,4,0,Tehreek-e-Taliban hardliners abduct and execute four local tribesmen.,2010
13186,2010-03-21,Iraq,Mosul,1,0,An elderly man is gunned down in his home by Islamic terrorists.,2010
13187,2010-03-21,Iraq,Yusufiya,3,5,Three Iraqis are taken down by a roadside bomb.,2010
13188,2010-03-22,Pakistan,Rawalpindi,1,1,A Christian dies after being burned alive three days earlier for refusing to embrace Islam.  His wife was also raped.,2010
13189,2010-03-22,Iraq,Baghdad,2,0,Two city workers are brutally shot to death by Muslim terrorists.,2010
13190,2010-03-22,Iraq,Mosul,1,0,An electrician is murdered in front of his home by drive-by Jihadis.,2010
13191,2010-03-22,Iraq,Radwaniya,2,0,Islamic 'insurgents' gun down two policemen.,2010
13192,2010-03-23,Somalia,Afgoye,1,0,Islamists execute a Christian father of ten children at close range in front of his home.,2010
13193,2010-03-23,Pakistan,Orakzai,1,0,A tribal elder is abducted and executed by religious extremists.,2010
13194,2010-03-23,Iraq,Balad Ruz,1,0,Suspected al-Qaeda bombers take down a Sunni leader.,2010
13195,2010-03-24,Iraq,Hit,3,2,A teenage suicide bomber murders three people in their home.,2010
13196,2010-03-24,Iraq,Radwaniya,5,0,Five Iraqi soldiers are shot to death execution style at a checkpoint.,2010
13197,2010-03-24,Afghanistan,Uruzgan,2,0,Two men working for a land-mine clearing operation are murdered by Islamists.,2010
13198,2010-03-24,Afghanistan,Ghazni,3,0,Three local cops are blasted to death by Taliban bombers.,2010
13199,2010-03-24,Afghanistan,Kabul,2,1,"Islamic militants stop a vehicle with a roadside bomb, then machine-gun the occupants.",2010
13200,2010-03-25,Pakistan,Orakzai,2,0,Two tribal elders are abducted and beheaded by Religion of Peace radicals.,2010
13201,2010-03-25,Iraq,Baghdad,2,0,Suspected al-Qaeda bombers murder a Sunni.,2010
13202,2010-03-25,Iraq,Touz Khormato,2,6,Two people are killed by Jihadi bombers.,2010
13203,2010-03-25,Iraq,Ramadi,1,8,A Shahid suicide bomber takes out an Iraqi.,2010
13204,2010-03-25,Afghanistan,Khost,2,4,Two Afghan civilians are killed when Islamic hardliners attack a NATO base.,2010
13205,2010-03-25,Iraq,Baghdad,2,0,A mother and daughter are brutally shot to death in their home by Muslim terrorists.,2010
13206,2010-03-26,Germany,Berlin,0,3,Two Jewish women and a man are brutally beaten after their identity is confirmed by Muslim attackers.,2010
13207,2010-03-26,Afghanistan,Khost,1,3,An aid worker is killed when Talibanis fire on a group rebuilding a school.,2010
13208,2010-03-26,Iraq,Khalis,53,105,Two massive bomb blasts at a shopping area leave over fifty innocent people dead.,2010
13209,2010-03-26,Israel,Gaza Border,2,2,Two Israeli soldiers are killed by Hamas gunfire.,2010
13210,2010-03-27,Iraq,Saadiya,3,1,"Islamic terrorists open fire on a group of civilians outside their home, killing three.",2010
13211,2010-03-27,Somalia,Mogadishu,4,2,"al-Shabaab Islamists kill four people, including a woman, with a roadside bomb.",2010
13212,2010-03-27,Afghanistan,Helmand,1,0,A suicide bomber murders a British soldier clearing mines from a civilian road.,2010
13213,2010-03-27,Afghanistan,Kabul,6,7,Children are among the casualties of three bombings that leave six civilians dead around the country.,2010
13214,2010-03-28,Somalia,Mogadishu,1,0,A Somali tribal elder is assassinated by suspected Hizbul-Islam militants.,2010
13215,2010-03-28,Pakistan,Thal,6,0,Six truck drivers bringing supplies to a Shia town are kidnapped and shot dead in captivity by Sunni radicals.,2010
13216,2010-03-28,Iraq,Quaim,6,24,Six people at a construction site are killed in a coordinated series of bomb blasts.,2010
13217,2010-03-28,Iraq,Mosul,1,3,A 3-year-old child dies when Mujahideen bombers target a Christian woman and her three daughters in their home.,2010
13218,2010-03-29,Pakistan,Peshawar,2,3,A teenage suicide bomber sends two Pakistanis to Allah.,2010
13219,2010-03-29,Pakistan,Kurram,3,0,The Taliban kidnap and cut the throats of three tribal elders.,2010
13220,2010-03-29,Iraq,Karbala,12,74,A triple suicide bombing at a restaurant and an ambulance stand leaves a dozen dead.,2010
13221,2010-03-29,Pakistan,Mamoond,2,8,Two people are killed by a Fedayeen suicide bomber.,2010
13222,2010-03-29,Pakistan,Tank,1,2,A Shahid suicide bomber murders a civilian on his way home from a village defense meeting.,2010
13223,2010-03-29,Iraq,Kirkuk,1,0,Terrorists kidnap a police officer and shoot him to death.,2010
13224,2010-03-29,Thailand,Yala,1,0,A village chief is brutally gunned down at a wedding by Muslim separatists.,2010
13225,2010-03-29,Russia,Moscow,38,102,Female suicide bombers massacre about forty subway commuters and leave another one-hundred in agony.,2010
13226,2010-03-30,Afghanistan,Herat,5,2,The Taliban murder five civilians with a roadside bomb.,2010
13227,2010-03-30,Iraq,Mosul,2,0,Two civilians are shot to death by Sunni militants.,2010
13228,2010-03-30,India,Hyderabad,1,25,"Muslims attack a Hindu festival, burning cows, destroying property and stabbing a 22-year-old to death.",2010
13229,2010-03-31,Thailand,Pattani,1,0,A 45-year-old civilian is shot twice in the back of the head by Muslim militants.,2010
13230,2010-03-31,Iraq,Mosul,2,0,Sunni bombers take out a couple of local cops.,2010
13231,2010-03-31,Dagestan,Kizlyar,12,23,"Two suicide bombers send twelve innocent souls to Allah, including rescue workers.",2010
13232,2010-03-31,Afghanistan,Lashkar Gah,13,43,A dozen people at a wheat market (including eight children) are blown to bits by a Jihad bicycle bomb.,2010
13233,2010-03-31,Thailand,Pattani,1,2,Islamic militants shoot one man to death and wound two others as they are watching TV in their home.,2010
13234,2010-03-31,Pakistan,Khyber,6,20,Six security personnel are killed in a sustained attack by armed fundamentalists.,2010
13235,2010-04-01,Iraq,Baghdad,2,0,A woman and girl are 'slaughtered' by suspected terrorists.,2010
13236,2010-04-01,Pakistan,Faisalabad,3,0,Two brothers are among three members of the Ahmadi religious minority brutally gunned down on their way home from work.,2010
13237,2010-04-01,Thailand,Narathiwat,6,10,Six Buddhist villagers are ambushed and shot to death by Religion of Peace radicals.,2010
13238,2010-04-02,Somalia,Mogadishu,20,62,At least twenty civilians are killed in a 'relentless' assault by al-Shabaab on government positions.,2010
13239,2010-04-02,India,Rajouri,1,0,Lashkar-e-Toiba members draw in and kill a soldier with a phony surrender offer.,2010
13240,2010-04-02,Pakistan,Kurram,1,1,"Islamic militants fire into a civilian vehicle, killing one occupant.",2010
13241,2010-04-02,Afghanistan,Khost,3,0,Three security guards are killed by Sunni hardliners in two bombings.,2010
13242,2010-04-02,Iraq,Jalawla,2,1,A boy and his father are killed by roadside bombers.  The boy's mother is injured.,2010
13243,2010-04-02,Iraq,Hor Rajib,25,6,"al-Qaeda Islamists roll into a village and tie up 20 men and five women, then shoot some to death and slit the throat of others.",2010
13244,2010-04-03,Iraq,Baghdad,41,237,"Three bloody suicide blasts target the Iranian, Egyptian and German embassies, leaving at least forty dead.",2010
13245,2010-04-03,Afghanistan,Marja,2,4,Women and children are among the casualties when a loaded tractor runs over a Taliban landmine.,2010
13246,2010-04-03,Dagestan,Kizlyar,1,0,A cop is gunned down in an Islamic drive-by.,2010
13247,2010-04-03,Afghanistan,Helmand,3,0,Three Afghan cops are taken down by Taliban bombers.,2010
13248,2010-04-03,Algeria,Tifra,8,4,"Fundamentalists detonate two bombs an hour apart, sending eight souls to Allah.",2010
13249,2010-04-04,Pakistan,Mohmand,3,0,Three villagers are cut down by a Taliban ambush.,2010
13250,2010-04-04,Iraq,Mosul,3,40,Jihadis detonate a car bomb that kills at least three Iraqis.,2010
13251,2010-04-04,Thailand,Narathiwat,3,9,"Muslim terrorists open fire inside a tea shop, killing at least three civilians.",2010
13252,2010-04-04,Pakistan,Punjab,0,10,Ten Christians are severely beaten by Muslim fundamentalists.,2010
13253,2010-04-05,Iraq,al-Shalamija,2,2,Jihadi bombers take down two local cops.,2010
13254,2010-04-05,Pakistan,Nasirabad,2,0,A woman and her lover are shot by her brother in an honor killing.,2010
13255,2010-04-05,Nigeria,Jos,3,12,Three Christians are killed when their peaceful rally is attacked by militant Muslims.,2010
13256,2010-04-05,Iraq,Baghdad,6,0,"Four children, ages 6 to 11, are among a family of six Shia massacred in their home by Sunni gunmen",2010
13257,2010-04-05,Pakistan,Peshawar,4,18,Tehreek-e-Taliban attack the US consulate in a coordinated bombing and shooting attack that leaves four dead.,2010
13258,2010-04-05,Pakistan,Timergarah,55,80,Fifty-five people at a political rally are dismembered by Mujahideen bombers.,2010
13259,2010-04-05,Ingushetia,Karabulak,2,1,Two Russian cops are murdered by a Fedayeen suicide bomber.,2010
13260,2010-04-06,Iraq,Baghdad,50,187,"At least fifty Iraqi civilians, including children, are blown to Allah by dedicated Sunni bombers.",2010
13261,2010-04-07,Russia,Baksan,2,0,Two police officers are gunned down in a brutal ambush by suspected Islamists.,2010
13262,2010-04-07,Algeria,Boumerdes,1,2,Fundamentalists kill a civilian along a busy street.,2010
13263,2010-04-07,India,Kupwara,1,1,Lashkar-e-Toiba terrorists shoot an Indian soldier to death.,2010
13264,2010-04-07,Pakistan,Hangu,2,0,Two brothers are gunned down in their home by a religious extremist.,2010
13265,2010-04-07,Iraq,Mosul,2,4,Two civilians are murdered by Jihadi bombers.,2010
13266,2010-04-07,Afghanistan,Jalalabad,1,15,A Shahid suicide bomber murders a civilian.,2010
13267,2010-04-08,Iraq,Shabak,1,1,Islamic militants invade the home of a Shabak religious minority member and shoot him to death.,2010
13268,2010-04-08,Nigeria,Dakyo,2,0,A teenager is among two Christians stabbed to death by Muslim attackers.,2010
13269,2010-04-08,Iraq,Khalis,2,0,Two civilians are shot dead at a marketplace by Mujahideen.,2010
13270,2010-04-09,Ingushetia,Ekazhevo,1,0,"A female suicide bomber walks up to a group of local cops and detonates, killing at least one of them.",2010
13271,2010-04-09,Iraq,Mosul,2,0,Two Iraqis are murdered by Islamic gunmen along a city street.,2010
13272,2010-04-10,Iraq,Mosul,2,0,A 10-year-old child is among two people blown apart by Mujahid bombers.,2010
13273,2010-04-10,Russia,Nalchik,1,0,Muslim terrorists are suspected in the car bombing death of a police officer.,2010
13274,2010-04-10,Iraq,Fallujah,1,4,A woman is the only fatality when an Islamic bomb breaks up a family gathering.,2010
13275,2010-04-10,Iraq,Qayara,3,0,Three Iraqis are taken down by Jihadi bombers.,2010
13276,2010-04-10,Afghanistan,Herat,3,8,Three civilians are blown to bits by a Taliban bomb.,2010
13277,2010-04-10,Afghanistan,Kandahar,2,3,A bomb and rocket attack on a home leave two Afghans dead and a mother and two daughters severely injured.,2010
13278,2010-04-11,Pakistan,Mardan,1,2,A police officer is killed by an Islamist ambush.,2010
13279,2010-04-11,Iraq,Udhaim,3,1,Three young brothers are dismembered by a terrorist bomb.,2010
13280,2010-04-12,Iraq,Baghdad,5,12,"A Fedayeen detonates along a city street, killing five innocents.",2010
13281,2010-04-12,Iraq,Mosul,3,15,Three Iraqis are taken out by a Shahid suicide car bomber.,2010
13282,2010-04-12,Somalia,Mogadishu,1,0,A university student is killed when Islamic militia mortar an airport.,2010
13283,2010-04-12,Somalia,Mogadishu,6,10,Six Somalis are destroyed by coordinated al-Shabaab bombings.,2010
13284,2010-04-12,Afghanistan,Kabul,3,4,Three women die from trauma suffered during a Sunni mortar attack.,2010
13285,2010-04-12,Afghanistan,Faryab,4,2,Four police officers are murdered by Taliban bombers.,2010
13286,2010-04-13,Pakistan,Sargodha,0,1,A Christian barber is badly beaten and sodomized by an angry mob for cutting a Muslim's beard (on request).,2010
13287,2010-04-13,Afghanistan,Kandahar,1,0,An 18-year-old woman is brutally shot to death by an Islamic fundamentalist.,2010
13288,2010-04-13,Philippines,Isabela,9,7,"Abu Sayyaf terrorists disguised as policemen attack a Christian town, shooting and blasting nine people to death and destroying a Catholic church.",2010
13289,2010-04-13,Iraq,Baghdad,3,5,Suspected fundamentalists plant a shrapnel bomb at a liquor store shredding three patrons.,2010
13290,2010-04-14,USA,"Marquette Park, IL",5,2,"After quarrelling with his wife over Islamic dress, a Muslim convert shoots his family members to 'take them back to Allah' and out of the 'world of sinners'.",2010
13291,2010-04-14,Thailand,Narathiwat,1,0,Islamic radicals murder a village defense volunteer by slashing the back of his head and letting him bleed to death.,2010
13292,2010-04-14,Indonesia,Jarkata,3,156,"Muslims enraged by a rumor of a revered scholar's tomb desecration attack security forces, hacking at least three to death.",2010
13293,2010-04-14,Iraq,Mosul,2,0,A nurse is among two civilians gunned down by Islamic terrorists.,2010
13294,2010-04-14,Iraq,Baghdad,2,6,A Sunni cleric is cut down by Religion of Peace rivals outside his mosque. A separate al-Qaeda attack leaves another Iraqi dead.,2010
13295,2010-04-15,Dagestan,Krasny Voskhod,1,0,A local village chieftain is shot for resisting Islamic insurgents.,2010
13296,2010-04-15,Chechnya,Achkhoi-Martan,3,1,Holy Warriors rip apart three Russians with a roadside bomb.,2010
13297,2010-04-15,Afghanistan,Kandahar,6,16,A half dozen innocents are sent to Allah by Shahid suicide bomber.,2010
13298,2010-04-15,Yemen,Shabwa,2,1,Separate al-Qaeda bomb blasts leave two people dead.,2010
13299,2010-04-15,Pakistan,Mingora,2,0,Teenage Talibanis gun down two people in broad daylight.,2010
13300,2010-04-15,Iraq,Mosul,4,0,Three women are among four civilians shot to death in their own home by Mujahideen.,2010
13301,2010-04-15,Iraq,Samarrah,14,0,The bodies of fourteen kidnapping victims of a Sunni terror group are found in a mass grave.,2010
13302,2010-04-15,Thailand,Pattani,2,1,"Muslim militants shoot three people, including a pork vendor.",2010
13303,2010-04-15,Nigeria,Boto,2,0,A Christian pastor and his wife are abducted by Muslims and burned to a crisp.,2010
13304,2010-04-15,Turkey,Istanbul,1,0,An entire family is involved in the 'honor' suffocation of a 2-day-old out-of-wedlock infant.,2010
13305,2010-04-16,Iraq,Baaj,2,0,Islamists kidnap two men and shoot them in the back of the head.,2010
13306,2010-04-16,Pakistan,Quetta,10,35,"A suicidal Sunni detonates in a crowd of Shia protesters outside a hospital, sending at least ten to Allah.",2010
13307,2010-04-17,Pakistan,Kohat,41,62,"Two suicide bombers, dressed in burqas, blow up forty-one refugees lining up for food at a displaced persons camp.",2010
13308,2010-04-17,Iraq,Basra,1,2,Islamists gun down a woman and injure her husband and son.,2010
13309,2010-04-18,Iraq,Bartala,1,0,A member of the Shabak religious minority is kidnapped and murdered.,2010
13310,2010-04-18,Iraq,Mosul,4,0,Three women are among four civilians shot to death in their home by Mujahideen.,2010
13311,2010-04-18,Pakistan,Peshawar,7,26,A child is among seven people blown into pieces by a Shahid car bomber.,2010
13312,2010-04-18,Somalia,Mogadishu,16,24,Islamists murder sixteen people with a landmine and mortar attack on an airport.,2010
13313,2010-04-18,Iran,Urmiye Prison,2,0,The Islamic republic tortures to Kurdish prisoners to death on the same day.,2010
13314,2010-04-19,Afghanistan,Kabul,2,6,A suicide bomber kills two soldiers at their base.,2010
13315,2010-04-19,Afghanistan,Kandahar,3,4,Three children are brutally killed when Islamists set off a bomb hidden in a donkey cart.,2010
13316,2010-04-19,Pakistan,Peshawar,25,48,About two dozen patrons at a market are sent to Allah by a Holy Warrior in a suicide vest.,2010
13317,2010-04-19,Pakistan,Peshawar,1,15,A young boy is killed when a Fedayeen suicide bomber attacks a school.,2010
13318,2010-04-19,Afghanistan,Kandahar,1,0,A popular politician is assassinated by hardliners at a mosque.,2010
13319,2010-04-19,Pakistan,Landikotal,1,1,"Islamists send a mortar into a school principal's home, killing a woman and injuring her daughter.",2010
13320,2010-04-19,Pakistan,Swat,2,3,Two villagers sitting outside a shop are gunned down by Mujahideen.,2010
13321,2010-04-19,Iraq,Baqubah,2,2,Jihadi bombers take down two civilians.,2010
13322,2010-04-19,Nigeria,Riyom,4,0,Four Christian farmers are murdered in their field by Muslim terrorists.,2010
13323,2010-04-20,Pal. Auth.,Surif,1,0,A 20-year-old woman is tied up and thrown down a well by her conservative family for dating the wrong man.,2010
13324,2010-04-20,Pakistan,Hangu,4,12,Four locals are blown to bits by Sunni bombers.,2010
13325,2010-04-20,Iraq,Hit,3,0,Three Iraqis are murdered by a roadside bomb.,2010
13326,2010-04-20,Iraq,Tarmiyah,5,0,Three young children are beheaded along with two women in a home by suspected al-Qaeda.,2010
13327,2010-04-20,Dagestan,Makhachkala,3,0,Islamic militants ambush two policemen with automatic weapons.,2010
13328,2010-04-21,Pakistan,Sargodha,1,1,Two young Christian brothers (ages 12 and 14) are beaten with an iron rod by a Muslim yelling religious slurs.  One dies.,2010
13329,2010-04-21,Thailand,Narathiwat,1,0,Islamists shoot a 20-year-old man to death in his home.,2010
13330,2010-04-21,Thailand,Pattani,1,0,A 56-year-old man is murdered by Muslim gunmen.,2010
13331,2010-04-21,Pakistan,Khyber,1,4,"A woman is killed, and her four children injured, by mortar shell fired by suspected militants.",2010
13332,2010-04-21,India,Jammu,1,0,Mujahideen shoot an Indian police officer to death.,2010
13333,2010-04-21,Iraq,Baqubah,3,14,"Jihadis bomb a restaurant near a school, a teacher and student are among three who die from shrapnel.",2010
13334,2010-04-21,Iraq,Baghdad,2,0,Two victims of sectarian violence are found dead.,2010
13335,2010-04-21,Somalia,Mogadishu,5,0,Five construction workers are kidnapped and beheaded by Islamic fundamentalists.,2010
13336,2010-04-21,Thailand,Pattani,2,52,An Islamic insurgent throws a grenade into a group of policemen.,2010
13337,2010-04-22,Pakistan,Charsadda,4,0,"The Taliban spray a car with automatic weapons, slaying the four occupants.",2010
13338,2010-04-22,Iraq,Souz,1,3,"Terrorists set off a bomb at a home, killing a resident.",2010
13339,2010-04-22,Thailand,Narathiwat,1,0,A young man is gunned down by Muslim radicals at a nightclub.,2010
13340,2010-04-23,England,Leicester,0,1,"A Sikh man is brutally beaten by a gang of Muslims, who shout ""Allah"" during the attack and pull off his religious necklace.",2010
13341,2010-04-23,Pakistan,Miranshah,4,0,"Four captives are butchered by Islamic hardliners, two of whom are beheaded.",2010
13342,2010-04-23,Iraq,Baghdad,69,303,"Devoted Sunnis slaughter seventy Shiite Iraqis in at least five deadly bomb blasts at mosques, homes and a shopping district.",2010
13343,2010-04-23,Pakistan,Datta Khel,7,16,"Religious extremists ambush a Pakistani military convoy, killing seven.",2010
